ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0418,VM not starting after maintenance,Virtual machine VM-165 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-01-28T00:49:00,2024-01-28T20:49:00,Agent_A
TKT-0419,Password policy compliance issue,Audit found 81 user accounts not compliant with new password policy. Force reset required.,Security,Medium,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-05-06T23:18:00,2024-05-07T23:18:00,Agent_B
TKT-0421,Workflow stuck in pending state,Purchase approval workflow in SAP ERP stuck for 304 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-11-21T18:27:00,2024-11-22T09:27:00,Agent_E
TKT-0422,Slow performance in ERP module,ERP system Inventory module responding slowly. Average response time 11 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-06-04T00:00:00,2024-06-04T15:00:00,Agent_D
TKT-0424,Wi-Fi dead zone in conference room,Conference room A-205 has no Wi-Fi coverage. AP-81 appears offline. Meeting disruptions daily.,Network,Low,resolved,Replaced offline AP with spare unit. Configured with matching SSID and security settings. Signal strength confirmed in conference room. Users connecting successfully.,2024-11-26T12:53:00,2024-11-28T05:53:00,Agent_A
TKT-0426,Corrupted data in customer table,438 records in customer table show NULL values in mandatory fields after last migration.,Database,High,resolved,Data corruption traced to failed migration script with incorrect NULL handling. Restored affected records from pre-migration backup. Validated data integrity.,2024-11-22T14:39:00,2024-11-22T22:39:00,Agent_B
TKT-0427,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,Low,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-02-22T09:17:00,2024-02-22T18:17:00,Agent_B
TKT-0428,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-A showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-06-08T15:23:00,2024-06-08T23:23:00,Agent_A
TKT-0429,Application crash on login,Users cannot log into Jira. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-08-28T05:12:00,2024-08-28T10:12:00,Agent_A
TKT-0430,Privileged access request for DBA,DBA team member alice.chen needs temporary elevated DB access for weekend maintenance window.,Access Management,Medium,resolved,Granted time-limited privileged access via PAM system. Access auto-expires after maintenance window. All privileged actions logged. Access revoked on schedule.,2024-01-18T06:29:00,2024-01-19T02:29:00,Agent_D
TKT-0431,Database backup failed,Nightly backup of FINDB database failed. Backup logs show insufficient disk space on backup server.,Database,Low,resolved,Manual backup triggered after expanding backup storage by 500GB. Verified backup integrity. Automated daily backups re-enabled with increased storage threshold.,2024-10-08T16:07:00,2024-10-10T14:07:00,Agent_B
TKT-0432,Suspected phishing email received,User received suspicious email claiming to be from IT department asking for password reset. Possible phishing attack.,Security,High,resolved,Confirmed phishing attempt. Blocked sender domain at mail gateway. Collected and deleted all instances of email from mailboxes. Sent awareness advisory to all staff.,2024-02-27T07:40:00,2024-02-27T14:40:00,Agent_B
TKT-0433,Password policy compliance issue,Audit found 63 user accounts not compliant with new password policy. Force reset required.,Security,Low,resolved,Generated list of non-compliant accounts. Sent notifications. Enforced immediate password change via Group Policy. Compliance now at 100%.,2024-01-22T18:50:00,2024-01-23T21:50:00,Agent_C
TKT-0435,SSO not working for Office 365,Single Sign-On to Office 365 failing for users in OU=Sales OU. SAML assertion error in logs.,Access Management,High,resolved,Found SAML attribute mapping broken after directory OU rename. Updated SP configuration with correct OU path. SSO tested and confirmed working for all users.,2024-10-12T20:48:00,2024-10-13T02:48:00,Agent_A
TKT-0436,Access review overdue,Semi-annual access review for Finance department overdue by 46 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-12-27T14:35:00,2024-12-28T11:35:00,Agent_B
TKT-0437,Network switch port misconfigured,Switch port on rack R18 misconfigured as trunk. VLAN 99 traffic bleeding. Isolate affected systems.,Network,Medium,resolved,Corrected switch port VLAN configuration. Changed from trunk to access mode on VLAN 10. Verified no more VLAN bleeding. Documented correct configuration.,2024-11-02T17:10:00,2024-11-03T13:10:00,Agent_D
TKT-0438,Firewall rule review needed,"Quarterly firewall audit found 279 outdated rules allowing unnecessary inbound traffic on ports 25083, 30782.",Security,Low,resolved,Removed 12 outdated firewall rules after business validation. Applied least-privilege ruleset. Documented changes in change management system.,2024-04-04T00:39:00,2024-04-05T14:39:00,Agent_C
TKT-0439,Cannot access shared drive after role change,User maria.garcia moved to Operations department but still has access to previous department shared drives.,Access Management,Medium,resolved,Revoked access to previous department shares per role change procedure. Granted access to new department resources. Updated access matrix documentation.,2024-12-15T15:49:00,2024-12-16T14:49:00,Agent_C
TKT-0440,Table lock causing deadlock,Deadlock detected in PRODDB01 on table invoices. 58 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-03-07T05:55:00,2024-03-07T06:55:00,Agent_D
TKT-0441,Slow performance in ERP module,ERP system Finance module responding slowly. Average response time 20 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-09-07T16:39:00,2024-09-07T21:39:00,Agent_B
TKT-0444,API integration broken,Integration between Oracle and ServiceNow API stopped working. 401 Unauthorized errors since 2024-10-21.,Application,High,resolved,API token expired and not auto-refreshed. Updated integration configuration with new token and implemented auto-refresh mechanism. Integration restored.,2024-10-12T13:47:00,2024-10-12T15:47:00,Agent_D
TKT-0445,Access review overdue,Semi-annual access review for Finance department overdue by 14 days. Compliance audit approaching.,Access Management,Medium,resolved,Completed access review for department. Removed 23 excessive permissions across 8 users. Updated access documentation. Submitted compliance report.,2024-09-15T10:42:00,2024-09-16T07:42:00,Agent_C
TKT-0446,Antivirus definitions outdated,Symantec AV definitions on 168 endpoints are 48 days out of date. Update push needed.,Security,Low,resolved,Pushed emergency AV definition update via SCCM. Confirmed update on all endpoints within 2 hours. Scheduled automatic daily definition updates.,2024-06-14T19:15:00,2024-06-16T11:15:00,Agent_C
TKT-0447,Failed migration rollback needed,Schema migration v17.0 on PRODDB01 failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-09-22T04:56:00,2024-09-22T09:56:00,Agent_B
TKT-0449,Table lock causing deadlock,Deadlock detected in HRDB on table transactions. 81 transactions rolled back. Application throwing errors.,Database,High,resolved,Identified deadlock pattern in application transaction order. Worked with dev team to reorder table access in transactions. Deadlocks eliminated.,2024-04-29T08:51:00,2024-04-29T13:51:00,Agent_E
TKT-0450,Slow performance in ERP module,ERP system Procurement module responding slowly. Average response time 27 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-12-19T22:36:00,2024-12-20T21:36:00,Agent_A
TKT-0452,CSV import failing,Data import tool fails when processing CSV files larger than 5MB. Memory exception in logs.,Application,Low,resolved,Identified memory constraint in import service. Updated JVM heap size from 512MB to 2GB. CSV imports up to 500MB now working correctly.,2024-01-28T09:33:00,2024-01-29T12:33:00,Agent_C
TKT-0454,VPN security patch needed,Critical security patch CVE-2023-27326 available for VPN gateway. Exploitation in wild reported.,Security,High,resolved,Applied VPN gateway security patch in emergency maintenance window. Verified patch integrity via vendor hash. Restarted services. No exploitation detected.,2024-01-26T17:25:00,2024-01-26T22:25:00,Agent_E
TKT-0455,Replication lag detected,Database replication lag on HRDB slave is 26 seconds behind master. Risk of stale reads.,Database,Medium,resolved,Found replication lag caused by large transaction on master. Optimized transaction to use batch processing. Replica caught up within 15 minutes.,2024-07-21T20:36:00,2024-07-22T17:36:00,Agent_B
TKT-0456,Data center cooling alert,Cooling system in DC-4 reporting high temperature warning. Room temp at 33°C. Need HVAC check.,Infrastructure,High,resolved,Escalated to data center team. HVAC unit serviced and repaired. Temperature normalized within safe operating range. No hardware damage detected.,2024-02-27T21:26:00,2024-02-28T04:26:00,Agent_B
